RF,nodes Count,accuracy,
RF_5_t2,81,0.9038978070626265,
RF_5_t3,21,0.9017390143419357,
RF_5_t4,8,0.8434667337744963,
RF_5_t5,6,0.8165645280771834,
RF_5_t6,4,0.8148253955876601,
RF_5_t7,1,0.6059553473007412,
RF_5_t8,1,0.6059553473007412,
RF_5_t9,1,0.6059553473007412,
RF_5_t10,1,0.6059553473007412,
RF_5_t11,1,0.6059553473007412,
RF_5_t12,1,0.6059553473007412,
RF_5_t13,1,0.6059553473007412,
RF_5_t14,1,0.6059553473007412,
RF_5_t15,1,0.6059553473007412,
RF_5_t16,1,0.6059553473007412,
RF_5_t17,1,0.6059553473007412,
RF_5_t18,1,0.6059553473007412,
RF_5_t19,1,0.6059553473007412,
RF_5_t20,1,0.6059553473007412,
RF_5_t21,1,0.6059553473007412,
RF_5_t22,1,0.6059553473007412,
RF_5_t23,1,0.6059553473007412,
RF_5_t24,1,0.6059553473007412,
RF_5_t25,1,0.6059553473007412,
RF_10_t2,519,0.9149911566530677,
RF_10_t3,175,0.915865921391684,
RF_10_t4,83,0.9158706472951883,
RF_10_t5,42,0.9095688912675935,
RF_10_t6,18,0.8962969001617441,
RF_10_t7,13,0.8465267562934266,
RF_10_t8,5,0.7926533467076403,
RF_10_t9,3,0.7909161045795188,
RF_10_t10,3,0.7909161045795188,
RF_10_t11,2,0.7909161045795188,
RF_10_t12,2,0.7909161045795188,
RF_10_t13,1,0.6059553473007412,
RF_10_t14,1,0.6059553473007412,
RF_10_t15,1,0.6059553473007412,
RF_10_t16,1,0.6059553473007412,
RF_10_t17,1,0.6059553473007412,
RF_10_t18,1,0.6059553473007412,
RF_10_t19,1,0.6059553473007412,
RF_10_t20,1,0.6059553473007412,
RF_10_t21,1,0.6059553473007412,
RF_10_t22,1,0.6059553473007412,
RF_10_t23,1,0.6059553473007412,
RF_10_t24,1,0.6059553473007412,
RF_10_t25,1,0.6059553473007412,
RF_15_t2,1029,0.9021723796932651,
RF_15_t3,411,0.9134776860558672,
RF_15_t4,194,0.9156501838967201,
RF_15_t5,101,0.915001553640777,
RF_15_t6,60,0.9191270311047154,
RF_15_t7,33,0.876973389618844,
RF_15_t8,19,0.8406801047732808,
RF_15_t9,12,0.8163445372690659,
RF_15_t10,8,0.6653148219693076,
RF_15_t11,6,0.7542565622123845,
RF_15_t12,4,0.8276394466439587,
RF_15_t13,3,0.7967868582075358,
RF_15_t14,2,0.7943938969682148,
RF_15_t15,1,0.6059553473007412,
RF_15_t16,1,0.6059553473007412,
RF_15_t17,1,0.6059553473007412,
RF_15_t18,1,0.6059553473007412,
RF_15_t19,1,0.6059553473007412,
RF_15_t20,1,0.6059553473007412,
RF_15_t21,1,0.6059553473007412,
RF_15_t22,1,0.6059553473007412,
RF_15_t23,1,0.6059553473007412,
RF_15_t24,1,0.6059553473007412,
RF_15_t25,1,0.6059553473007412,
RF_20_t2,1351,0.913034396307179,
RF_20_t3,582,0.9221785469973381,
RF_20_t4,286,0.9082739937074594,
RF_20_t5,158,0.91651785978008,
RF_20_t6,86,0.8893342265290956,
RF_20_t7,56,0.8886922125380583,
RF_20_t8,41,0.8708788644599059,
RF_20_t9,26,0.8700121337572468,
RF_20_t10,16,0.7455315991630425,
RF_20_t11,11,0.8272339641233035,
RF_20_t12,8,0.6603193056702572,
RF_20_t13,4,0.637911670500556,
RF_20_t14,3,0.6557571547225363,
RF_20_t15,2,0.6557571547225363,
RF_20_t16,1,0.6059553473007412,
RF_20_t17,1,0.6059553473007412,
RF_20_t18,1,0.6059553473007412,
RF_20_t19,1,0.6059553473007412,
RF_20_t20,1,0.6059553473007412,
RF_20_t21,1,0.6059553473007412,
RF_20_t22,1,0.6059553473007412,
RF_20_t23,1,0.6059553473007412,
RF_20_t24,1,0.6059553473007412,
RF_20_t25,1,0.6059553473007412,
RF_5,1205,0.9149949373758712,
RF_10,5929,0.9256431068562228,
RF_15,10183,0.9304238308410099,
RF_20,12589,0.929774255404366,
